অঁরি	anri:1	aunry:1	onry:1	ori:1
একেক	akek:2	ekek:2
একেকটা	akekta:3	ekekta:2
একেকটি	ekekti:3	akekti:3	ekektee:1
একেবারে	ekebare:2	akebare:1	ekebaare:1
একেবারেই	ekebarei:2	akebarei:1	ekebaarei:1	ekebareei:1
একের	aker:2	eker:2	ekker:1
একেরপর	ekerpor:2	akerpor:1	ekeroppor:1
একেলা	ekela:3	akela:2	akeela:1	akila:1
একেশ্বরবাদ	akeshwarbad:1	ekeshworbad:1	ekesorbad:1	ekesworbad:1
একেশ্বরবাদী	akeshwarbadi:1	ekeshworbadi:1	ekesorbadi:1	ekesworbaddee:1
একো	ako:2	eko:2	ekko:1	ekoo:1
এক্ষেত্রে	ekkhetre:2	ekhetre:1	ekkhettre:1
এক্ষেত্রেও	ekkhetreo:2	ekhetreo:1	ekkhettreo:1
এক্স	ex:3	x:2	eks:1
এক্সচেঞ্জ	exchange:3	eeksacheenja:1	eexchangee:1	eexcheeng:1
এক্সচেঞ্জে	ekscenje:1	excenje:1	excenjje:1	exchange:1
এক্সচেঞ্জের	exchanger:2	ekscenjer:1	excenjer:1	xchanger:1
এক্সটার্নাল	external:4	eksatarnala:1	eksetarnala:1	ekshatarnala:1
এক্সটেনশন	extension:3	eeksateenashana:1	eexteension:1	eksatenasana:1
এক্সপার্ট	expert:4	eksaparta:1	ekshaparta:1	ekspert:1
এক্সপিতে	xpte:2	expete:1	expte:1	xptey:1
এক্সপোজ	expose:3	xpose:1
এক্সপোজার	exposer:3	eksapajara:1	eksapojara:1	eksapoojara:1
এক্সপোর্টার্স	exporters:3	eksapoortarsa:1	eksaportarsa:1	ekshaportarsha:1
এক্সপ্রেশন	expression:3	eeksapreeshana:1	eexpreession:1	eksapresana:1
এক্সপ্রেস	eeksapreesa:1	eeksprees:1	eekspreess:1	eexpreess:1
এক্সপ্রেসে	expresse:2	ekshpreshe:1	expressey:1
এক্সপ্রেসের	expresser:3	eeksapreeseera:1	eexpreesseer:1	eksapresara:1
এক্সপ্লোর	explore:3	eksaplara:1	eksaploora:1	eksaplora:1
এক্সপ্লোরার	eksaplarara:1	eksaploorara:1	eksaplorara:1	ekshaplorara:1
এক্সপ্লোসিভ	explosive:2	ekshploshibh:1	ekshploshiv:1
এক্সবক্স	exbox:2	ekshboksh:1
এক্সরে	xray:2	ekshre:1
এক্সামিনেশন	examination:2	ekshamineson:1
এক্সিকিউটিভ	ekshikiutibh:1	ekshikiutiv:1	excutive:1	executive:1
এক্সেস	acceess:1	acceshsh:1	access:1	acciss:1
এখন	ekhon:2	ekhan:2
এখনও	ekhono:6	ekhano:2	ekhonoyo:1
এখনকার	ekhankar:2	ekhonkar:1
এখনো	akhono:3	ekhano:2	ekhono:1
এখান	ekhan:3
এখানকার	ekhankar:3
এখানে	ekhane:3
এখানেই	ekhanei:3
এখানেও	ekhaneo:3
এখানের	ekhaner:3
এগার	eager:1	egar:1	egaro:1	eger:1
এগারটি	egaroti:3
এগারতম	egarotamo:2	egarotom:1	egarotomo:1
এগারো	egaro:3
এগারোটার	egarotar:3
এগারোটি	egaroti:3
এগুলি	eguli:3
এগুলিই	egulie:2	eguliyi:1
এগুলিও	egulio:3
এগুলিকে	egulike:3
এগুলিতে	egulite:3
এগুলির	egulir:2	agulir:1
এগুলো	egulo:3
এগুলোই	eguloi:3	eguloyi:1
এগুলোও	egulao:1	eguloo:1	eguloyo:1
এগুলোকে	eguloke:3
এগুলোতে	egulote:3
এগুলোর	egulor:2	egular:1
এগেইনস্ট	against:2	egeinsht:1
এগেনস্ট	againsht:1	against:1	agenst:1	eegeenasta:1
এগোতে	egote:3
এগোনোর	egonor:3
এগ্রিকালচারাল	agricultural:3	egrikalacharala:1	egrikalcharal:1	egriqalacharala:1
এঙ্গেলস	angles:2	engelsh:1
এচিভমেন্ট	achivement:2	echibhment:1	echivment:1
এজ	edge:1	edje:1	eja:1	eza:1
এজন্য	ajanya:1	ejanya:1	ejanyo:1	ejonno:1
এজন্যই	ajanyai:1	ejanyai:1	ejanyoi:1	ejonnoi:1
এজাহার	ejahar:3	ezahar:2
এজি	ag:2	eji:1	ezi:1
এজে	agee:1	ajey:1	eje:1	eze:1
এজেন্ট	agent:3	ageent:1	agint:1	ajent:1
এজেন্টদের	agentder:2	ejentder:1	ezentder:1
এজেন্ডা	agenda:2	ejenda:1	ezenda:1
এজেন্সি	agency:2	ejenshi:1	ezenshi:1
এজেন্সির	agencir:1	agencyir:1	agencyr:1	ejenshir:1
এঞ্জেল	angel:3	enjel:2	angeel:1	angil:1
এঞ্জেলসে	angelese:2	angelesey:1	enjelshe:1	enzelshe:1
এঞ্জেলা	angela:2	enjela:1	enzela:1
এট	ate:1	ati:1	eta:1	ete:1
এটর্নী	attorney:2	etornii:1
এটা	eta:4	ita:1
এটাই	etai:3
এটাও	etao:3
এটাকে	etake:3	etakey:1
এটাকেই	etakei:3
এটাকেও	etakeo:3
এটার	etar:3
এটি	eti:3	etee:1
এটিই	eti:2	etiyi:2	eteei:1	etiee:1
এটিএন	ateean:1	atian:1	atn:1	etien:1
এটিএম	atm:2	ateeam:1	atiam:1	etiem:1
এটিও	etio:3	etiyo:1
এটিকে	etike:3	atk:1	eteeke:1	etikey:1
এটিতে	etite:2	eteete:1	etiteo:1	etitey:1
এটিপি	atp:1	eteepi:1	etipee:1	etipi:1
এটির	etir:3	eteer:1
এটুকু	etuku:3	etooku:1
এটেল	etel:3	atel:1
এড	ed:3	eda:2	ida:2	add:1
এডউইন	eduin:2	adwin:1	edouin:1	edowin:1
এডওয়ার্ড	edward:2	edaoyarda:1	edvard:1	idaoyarda:1
এডগার	edgar:3	adgar:1	edagara:1	edjar:1
এডভাইজার	adviser:2	edbhaijar:1	edbhaizar:1	edvaijar:1
এডভেঞ্চার	adventure:2	edvenchar:2	edbhenchar:1
এডভোকেট	advocate:2	edvoket:2	edbhoket:1
এডমন্ড	admond:2	edmond:2
এডমিনিস্ট্রেটর	administrator:2	edmeenistretor:1	edminishtretor:1	edministretor:1
এডমিরাল	edmiral:2	admiral:1	edmeeral:1
এডামস	adams:2	adamos:1	edamos:1	edams:1
এডি	adi:2	edi:2	ad:1	eddy:1
এডিটর	editor:4	edeetor:1	editar:1	editara:1
এডিনবরা	edinbora:2	adinbra:1	edeenbora:1	edinburgh:1
এডিপি	adp:2	edeepi:1	edipi:1
এডিশন	edisana:1	edishana:1	edishhana:1	editian:1
এডিস	edis:3	adis:1	edees:1
এডিসন	edison:2	addtion:1	edeeson:1
এডুইন	eduin:2	edwein:1	edwin:1
এডুকেশন	education:2	educashon:1	educaton:1	edukeshon:1
এডুকেশনাল	educational:3	educashonal:1	edukeshonal:1
এডুকেশনের	educationer:3	educashoner:1	edukeshoner:1
এডেন	aden:2	eden:2
এডেনের	adener:2	edener:2
এণ্ড	end:3	and:1
এত	eto:3
এতই	etoi:3	atoi:1
এতটা	etota:3
এতটাই	etotai:3	atotai:1
এতদসত্ত্বেও	etodsattweo:2	etadsattweo:1	etodosotteo:1
এতদিন	etodin:3	atodin:1	etadin:1
এতে	ete:3
এতেও	eteo:3
এতো	eto:3
এতোগুলো	etogulo:3	atogulo:1
এতোটাই	etotai:3	atotai:1
এতোদিন	etodin:3	atodin:1	etodeen:1
এথনিক	ethanika:1	ethaniqa:1	ethnic:1	ithanika:1
এথিক্যাল	ethical:3	ethikal:1
এথেন্স	athens:3	ethens:2	atheens:1	athensh:1
এথেন্সে	athense:3	athensay:1
এথেন্সের	athenser:3	ethenser:1
এদিক	edik:3
এদিকে	edike:3	edikay:1
এদিন	edin:3	adin:1
এদুটি	eduti:3
এদের	eder:3
এদেরই	ederi:3	ederie:1	ederoi:1
এদেরও	edero:3
এদেরকে	ederke:3	ederkay:1
এদেশে	edeshe:3
এদেশের	edesher:3	adesher:1
এদ্বারা	edwara:3
এধরণের	edharaner:2	edharoner:1	edhoroner:1
এধরনের	edharaner:2	edharoner:1	edhoroner:1
এন	n:2	en:2	ain:1	ena:1
এনএম	nm:3	enem:1
এনএলডি	nld:3
এনএসআই	enaesaai:1	enaesaaii:1	enaesae:1	enaeshaai:1
এনএসএ	nsa:3
এনওসি	noc:2	nco:1
এনক্রিপশন	encription:2	encryption:2	enakripasana:1	enakripashana:1
এনক্রিপ্ট	encrypt:3	encript:2	enakripta:1	enaqripta:1
এনগেজমেন্ট	engagement:3
এনজাইম	enzyme:3	enjime:1	enjyme:1
এনজাইমের	enzymer:3	enjimer:1	enjymer:1
এনজিও	ngo:3
এনট্রপি	entropy:3	enatrapi:1	enetrapi:1	entrapy:1
এনডিএ	nda:3
এনডিটিভি	ndtv:3
এনডিটিভির	ndtver:2	ndtvir:1	ndtvr:1
এনডিসি	ndc:3
এনফোর্সমেন্ট	enforcement:3
এনভায়রনমেন্টাল	eenabhayaranameentala:1	eenvironmeental:1	enabhayaranamentala:1	enviranmental:1
এনসাইক্লোপিডিয়া	enasaiklapidiya:1	enasaikloopidiya:1	enasaiklopidiya:1	enasaiqlopidiya:1
এনসিয়েন্ট	ancieent:1	ancient:1	anciint:1	eenasiyeenta:1
এনসিসি	ncc:3
এনা	ena:2	ana:1	anna:1
এনাটমি	anatomy:4	anatami:1	anatamii:1	anatamy:1
এনাদের	enader:3
এনামুল	enamul:3
এনামেল	enamel:4	eenameel:1	eenameela:1	enamela:1
এনার্জি	energy:3	enarji:2	enarzi:2	enargy:1
এনালগ	analog:2	enalog:1
এনিমেটেড	animated:1	annimated:1	enimeted:1
এনিমেশনের	enimesoner:2	annimationer:1
এনে	ene:3
এনেছিল	enechilo:3
এনেছিলো	enechilo:2	enechchilo:1
এনেছে	eneche:3
এনেছেন	enechen:3
এন্টারটেনমেন্ট	entertenment:3	eentarateenameenta:1	eenteertainmeent:1	entaratenamenta:1
এন্টিক	entik:2	antiq:1
এন্টিবডির	entibodir:2	antibody:1
এন্টেনা	entena:2	antena:1
এন্ট্রান্স	entransh:2	entrence:1
এন্ড	and:7	end:2
এন্ডারসন	endarshon:2	anderson:1
এন্ডের	ender:2	ander:1
এন্ড্রু	endru:2	andru:1
এপর্যন্ত	eparjanta:2	eporjanta:2	eporjonta:2	eporjonto:2
এপার	epar:3
এপারে	epare:3	eparey:2
এপার্টমেন্ট	apaartmeent:1	apaartment:1	apaartmint:1	apartmeent:1
এপি	epi:3	ap:2	epii:2	ipi:2
এপিআই	apii:1	epiai:1	epie:1	epiiaii:1
এপির	apir:2	epir:1
এপিসোডে	episodey:2	epishode:1
এপ্রসঙ্গে	eprasangey:2	eprosongey:2	eprasongey:1	eprosangey:1
এপ্রিল	april:3	epril:1	eprila:1	iprila:1
এপ্রিলে	apriley:2	aprile:1	eprile:1
এপ্রিলের	apriler:2	epriler:1
এপ্লিকেশন	application:2	eplikeson:1
এফএ	fa:2	efe:1	ephe:1
এফএম	fm:2	efem:1	ephem:1
এফবিআই	fbi:2	efbiai:1	ephbiai:1
এফবিসিসিআইর	efbishishiair:1	ephbishishir:1	fbccier:1
এফেক্ট	effect:2	efekt:1	ephekt:1
এফেক্টস	effects:3	eeffeects:1	eepheektasa:1	efektasa:1
এবং	ebong:3	ebang:1
এবাউট	about:3	abot:1
এবাদত	ebadot:3	ebadat:1
এবাদুর	ebadur:3	ebadoor:2	abadur:1
এবার	ebar:3
এবারও	ebaro:3	ebaryo:1
এবি	ab:3
এবিসি	abc:3
এভরিথিং	everything:3	ebharithim:1	evarything:1	everithing:1
এভাবে	ebhabe:4	evabe:2	ebhabey:1	evabey:1
এভাবেই	ebhabei:2	evabei:3	avabei:1
এভাবেও	evabeo:2	avabeo:1	ebhabeo:1	ebhabeow:1
এভার	evar:3	ever:3	ebhara:1	ewer:1
এভারেজ	average:3	averej:1	everage:1
এভারেস্ট	everest:4	averest:1	ebhareshta:1	ebharesta:1
এভারেস্টে	avereste:1	everest:1	evereste:1	everestey:1
এভারেস্টের	everester:3	avaraster:1
এভিনিউ	avenue:4	aviniu:1	avinui:1	awenue:1
এভিয়েশন	aviatian:1	aviation:1	avietion:1	awiation:1
এভিল	evil:3	avil:2
এম	m:11	aim:1	em:1	ema:1
এমআই	mi:3
এমআইএস	mis:3
এমআইটি	mit:3
এমআইটির	mitir:2	mitr:1
এমএজি	mag:3
এমএস	ms:3	emes:1
এমএসআই	msi:3	emeseye:1	emesi:1
এমএসসি	msc:3	emescee:1
এমজি	mg:3	emgee:1
এমডি	md:3	emdee:1
এমদাদ	emdad:3	emdaad:1	mdad:1
এমন	emon:3	amon:1	eman:1
এমনই	amoni:1	emanyi:1	emonee:1	emoni:1
এমনও	emono:3	amono:1	emano:1	emanyo:1
এমনকি	emonki:3	amonki:1	emanki:1	emonkee:1
এমনকী	emonki:3	amonkee:1	emanki:1	emonkee:1
এমনকোন	emonkon:2	emonkono:2	amonkon:1	amonkono:1
এমনটা	emonta:3	amonta:1	emanta:1
এমনটাই	emontai:3	amontai:1	emantai:1
এমনটাও	emontao:3	amontao:1	emantao:1
এমনটি	emonti:3	amonti:1	emanti:1
এমনভাবে	emonbhabe:3	emonvabe:3	amonvabe:1	emanbhabe:1
এমনভাবেই	emonbhabei:3	emonvabei:3	emanbhabei:1	emanvabei:1
এমনি	emni:3	emnee:1
এমনিতে	emnite:3	emneete:1	emnitey:1
এমপিও	mpo:2	empio:1
এমবি	mb:2	embi:1
এমবিএ	mba:2	embie:1
এমবিবিএস	mbbs:2	embibiesh:1
এমবির	embir:1	mbir:1	mbr:1
এমরান	emran:3	emraan:1	emrun:1
এমসিএ	mca:2	emshie:1
এমা	ema:2	emma:2
এমাজউদ্দিন	emajuddin:3	emajudden:1	emazuddin:1	imajuddin:1
এমাজউদ্দীন	emajuddin:3	emajudden:1	emazuddin:1	imajuddin:1
এমার	emar:3	emaar:1	emmar:1	mr:1
এমার্জেন্সি	emergency:4	emergenci:2	eemarjeensi:1	eemeergeency:1
এমাসে	emase:2	emasey:2	emashe:1
এমি	amy:2	emmy:2	me:2	ami:1
এমিরেটাস	amiratas:1	amiretus:1	emeritus:1	emiratas:1
এমিল	emil:4	emeel:1	emila:1	emilo:1
এমিলি	emily:4	emili:3	imili:1	imily:1
এমেচার	amateur:1	amatuer:1	ameture:1	emechar:1
এমেরিক	americ:1	americk:1	amerik:1	emeric:1
এমেরিটাস	emeritus:2	emiritas:2	ameritas:1	eemeeritasa:1
এম্পায়ার	empayara:1	empire:1	impayara:1	impiri:1
এম্বেড	aembed:1	embaed:1	embed:1	embeda:1
এম্বেডেড	embeded:3	embedded:1
এয়ার	air:1	er:1	eyara:1	iyara:1
এয়ারক্রাফট	aircraft:1	aircrapht:1	ercraft:1	eyarakrafata:1
এয়ারপোর্ট	airpart:1	airpoort:1	airport:1	erport:1
এয়ারবাস	airbus:1	erbus:1	eyarabas:1	iyarabas:1
এয়ারলাইন	airline:1	airlini:1	erline:1	eyaralaina:1
এয়ারলাইন্স	airlines:1	airlinesh:1	airlinis:1	erlines:1
এযুগের	ejuger:3	ezuger:1
এর	er:3
এরই	eryi:2	eri:1	erie:1
এরও	ero:2	eryo:1
এরকম	erokom:2	erakam:1	erakom:1
এরকমই	erokomi:2	erakamyi:1	erakomyi:1	erokomie:1
এরজন্য	erjonyo:2	erjanya:1	erjonno:1
এরপর	erpor:3	erpar:2
এরপরই	erpori:2	erparei:1	erporee:1	erporei:1
এরপরও	erporo:2	erparow:1	erporoo:1	erporow:1
এরপরে	erpore:2	erparey:1	erporey:1
এরপরের	erporer:3	erparer:2
এরপূর্বে	erpurbe:2	erpoorbe:1	erpoorbey:1	erpurbey:1
এরফলে	erfole:2	erfale:1	erfolay:1	erfoley:1
এরম	erom:3	eram:2
এরমধ্যে	ermodhye:3	ermadhye:1	ermoddhe:1
এরশাদ	ershad:3	ersad:1	irshad:1
এরশাদের	ershader:2	ersader:1	irshader:1
এরসাথে	ersathe:2	ersathey:1	ershathe:1
এরা	era:4	ara:1	ira:1
এরাই	erai:3
এরাও	erao:3
এরিক	eric:3	erik:3	aric:1	arik:1
এরিন	erin:4	arin:1	arina:1	erina:1
এরিনা	erina:2	arena:1	arina:1
এরিমধ্যে	erimodhye:2	erimadhdhe:1	erimadhye:1	erimoddhye:1
এরিয়া	are:1	area:1	aria:1	ariya:1
এরিয়াল	aarial:1	aerial:1	airial:1	ariyala:1
এরিস	ares:1	aris:1	eris:1	erish:1
এরিস্টটল	aristotle:2	erishtotol:1
এরুপ	erup:3	eroop:1
এরূপ	erup:3	eroop:1
এলইডি	elidi:2	elyidi:2	led:1
এলএনজি	elenji:2	elenzi:2	lng:1
এলএমজি	elemzi:2	elemji:1	elmeji:1	lmg:1
এলএলবি	elelbi:2	llb:1
এলকোহলের	elkoholer:2	alcoholer:1
এলগরিদম	elgoridom:2	algorithm:1
এলগার	elgar:3
এলপিজি	elpiji:2	elpizi:2	lpg:2	elapiji:1
এলবামটি	elbamti:2	albumti:1
এলবার্ট	elbart:2	albert:1
এলস	else:2	elsh:1
এলাকা	elaka:3	elaaka:1	elaakaa:1	elakaa:1
এলাকাই	elakai:2	elaakaai:1	elaakai:1	elakaai:1
এলাকাও	elakao:3	elaakaao:1	elaakao:1	elakaao:1
এলাকাকে	elakake:2	elaakaake:1	elaakake:1	elakaake:1
এলাকাগুলি	elakaguli:3	elaakaaguli:1	elaakaguli:1	elakaaguli:1
এলাকাগুলিতে	elakagulite:2	elaakaagulite:1	elaakagulite:1	elakaagulite:1
এলাকাগুলো	elakagulo:3	elaakaagulo:1	elaakagulo:1	elakaagulo:1
এলাকাগুলোতে	elakagulote:2	elaakaagulote:1	elaakagulote:1	elakaagulote:1
এলাকাগুলোর	elakagulor:3	elaakaagulor:1	elaakagulor:1	elakaagulor:1
এলাকাটা	elakata:3	elaakaata:1	elaakata:1	elakaata:1
এলাকাটি	elakati:3	elaakaati:1	elaakati:1	elakaati:1
এলাকাটিকে	elaakaatike:1	elaakatite:1	elakaatite:1	elakatikay:1
এলাকাটিতে	elakatite:2	elaakaatite:1	elaakatite:1	elakaatite:1
এলাকাটির	elakatir:3	elaakaatir:1	elaakatir:1	elakaatir:1
এলাকাতে	elakate:2	elaakaate:1	elaakate:1	elakaate:1
এলাকাতেই	elakateyi:2	elaakaateyi:1	elaakateyi:1	elakaateyi:1
এলাকাবাসী	elaakaabasee:1	elaakabasee:1	elakaabasee:1	elakabasee:1
এলাকাবাসীর	elaakaabaseer:1	elaakabaseer:1	elakaabaseer:1	elakabaseer:1
এলাকাভিত্তিক	elakabhittik:2	elaakaabhittik:1	elaakabhittik:1	elakaabhittik:1
এলাকার	elakar:3	elaakaar:1	elaakar:1	elakaar:1
এলাকারই	elaakaari:1	elaakari:1	elakaari:1	elakakarie:1
এলাকাসমূহ	elakasomuho:2	elaakaasomuho:1	elaakasomuho:1	elakaasomuho:1
এলাকাসহ	elakasoho:2	elaakaasoho:1	elaakasoho:1	elakaasoho:1
এলাচ	elach:3	elaach:1
এলাহাবাদ	elahabad:2	allahabad:1
এলাহাবাদে	elahabade:2	allahabade:1	allahabadey:1
এলাহাবাদের	elahabader:2	allahabader:1
এলাহি	elahi:3
এলি	eli:4	elie:1	elii:1	ili:1
এলিজা	elija:3	eliza:3
এলিজাবেথ	elizabeth:4	elijabeth:3	eelijabeetha:1	eelizabeeth:1
এলিজাবেথের	elizabether:3	elijabether:2
এলিট	elit:2	elite:2	elita:1	ilita:1
এলিন	elin:3	allin:1
এলিনা	elina:3
এলিফ্যান্ট	elifyant:2	eliphyant:2	elefant:1	elephant:1
এলিভেশন	eeleevation:1	eelibheeshana:1	elevatian:1	elevation:1
এলিমেন্টস	eeleemeents:1	eeleemeentsh:1	eelimeentasa:1	elements:1
এলিমেন্টারি	eeleemeentary:1	eelimeentari:1	elementari:1	elementary:1
এলিয়ট	eliot:1	eliyata:1	eliyeta:1	elliat:1
এলিয়েন	alieen:1	alien:1	aliin:1	eeliyeena:1
এলিস	elish:2	elis:1	ellis:1
এলে	eley:2	ele:1
এলেও	eleo:2	aleo:1	eleow:1
এলেন	elen:4	eeleena:1	eelleen:1	elena:1
এলো	elo:3	aloe:1
এলোমেলো	elomelo:3
এশার	eshar:3
এশিয়া	asia:8	ashia:1	eshhiya:1	eshiya:1
এশিয়াটিক	ashiatic:1	asiatic:1	asietic:1	eshhiyatika:1
এশিয়ান	asan:1	ashian:1	asian:1	eshhiyana:1
এস	s:11	ace:1	aci:1	esa:1
এসআই	si:3
এসআর	sr:3
এসএমএস	sms:2	esemes:1	eshemehs:1	eshemes:1
এসওএস	eshoesh:2	sos:2	esoes:1	esoesh:1
এসকল	eskol:2	eshkol:1	eshokol:1	scall:1
এসকেপ	escape:2	eshkep:2	eskep:2
এসটি	eshti:2	eshtee:1	esti:1
এসপি	eshpee:1	espee:1	espi:1
এসব	esob:2	esab:1	eshob:1
এসবের	esober:2	esaber:1	eshober:1
এসসি	eshsee:1	essee:1	essi:1
এসার	esar:4	acer:2	eshar:2	acar:1
এসি	esee:1	eshee:1	esi:1
এসিও	aco:3	eseeo:1	esheeo:1	esio:1
এসিড	acid:3	eseed:1	esheed:1	eshid:1
এসিডে	aciday:2	acide:2	eseede:1	esheede:1
এসিডের	acider:3	eseeder:1	esheeder:1	eshider:1
এসিসি	eshisee:1	esisee:1	esisi:1
এসে	ese:3	esay:1	eshe:1	essay:1
এসেই	esei:3	esaye:1	eshei:1
এসেও	eseo:3	easyo:1	esheo:1
এসেক্স	eeseeksa:1	eesseex:1	eseksa:1	eseqsa:1
এসেছ	esecho:3	esechho:2	eshechho:1	eshecho:1
এসেছি	esechi:3	esechhi:2	eshechhi:1	eshechi:1
এসেছিল	esechilo:3	esechhilo:2	eshechhilo:1	eshechilo:1
এসেছিলাম	esechilam:3	esechhilam:2	esechhilaam:1	esechilaam:1
এসেছিলেন	esechilen:2	esechhilen:1	eshechhilen:1	eshechilen:1
এসেছিলো	esechilo:3	esechhilo:2	eshechhilo:1	eshechilo:1
এসেছে	eseche:3	esechhe:2	esheche:1	eshechhe:1
এসেছেন	esechen:3	esechhen:2	eshechen:1	eshechhen:1
এসেস	eeseesa:1	eessays:1	esesa:1	eshesha:1
এসো	eso:3	esho:1
এসোসিয়েটস	asaciates:1	ashociatesh:1	ashshociatesh:1	asociatees:1
