آؤ	aao:3	aaoo:1	aau:1	aaw:1
خونریز	khonrez:1	khoonraizi:1	khoonreiz:1	khoonreyz:1
خونریزی	khonrezi:1	khoonraizi:1	khoonreizi:1	khoonreyzi:1
خونِ	khooni:2	khon:1	khoni:1	khun:1
خونی	khoni:2	khooni:2	khuni:2
خوں	khon:1	khoo:1	khoon:1	khun:1
خویلد	khauyald:1	khowelid:1	khoyald:1	khuwaild:1
خيال	khayal:3	khyal:2	khayaal:1	kheyaal:1
خير	khair:5	kheer:2	khaer:1	khaiyr:1
خيل	kheel:2	khel:2	khil:2
خُدا	khuda:2	khudaa:1
خُداوند	khudavand:2	khudawand:2	khudaawand:1
خُو	khu:2	khoo:1	khoow:1	khuv:1
خُود	khud:3	khood:2
خُون	khun:3	khoon:2	khoan:1
خٹک	khatak:6	khatk:1	khetak:1
خچر	khachar:2	khachchar:1
خہ	khah:3	kha:1	khaa:1	qah:1
خیا	khaya:1	kheyaa:1	khyaa:1	qaya:1
خیابان	khayaban:2	khayabaan:1	khiyaabaan:1
خیار	khayaar:2	khayar:2
خیال	khayal:3	khayaal:1
خیالات	khayalat:3	khayaalat:1	khayalaat:1
خیالستان	khayalastaan:1	khayalastan:1	khayalistan:1	khyalistaan:1
خیالو	khayalo:2	khayalu:1
خیالوں	khayalon:3	kheyalon:1
خیالی	khayali:3	khayalee:1
خیام	khayam:3	khayaam:2	khyaam:2	khyam:2
خیامی	khayamee:2	khyami:2	khayami:1	kheyamee:1
خیانت	khayanat:1	kheyaanat:1	kheyanat:1	khyaanat:1
خیبر	khaibar:4	khebar:2	khibar:2	khabar:1
خیبرپختونخوا	khabirpakhtoonkhua:1	khabirpakhtunkhawa:1	khaibarpukhtoonkhwa:1	khaibarpukhtoonkhwaa:1
خیبرپختونخواہ	khabirpakhtoonkhawah:1	khaibarpukhtoonkhwaah:1	khaibarpukhtunkhwah:1	khebarpakhtoonakhwah:1
خیبری	khabiri:1	khaibaree:1	khaibari:1	khebaree:1
خیر	khair:5	kheer:2	kher:2	khir:1
خیرآباد	khairabad:3	khairaabaad:1	khairaabad:1
خیرآبادی	khairabadi:2	khairaabaadi:1	khairaabadi:1	khairabadee:1
خیرا	khaira:3	kheera:1	khera:1	khira:1
خیرات	khairaat:3	khairat:3
خیراتی	khairati:3	khairatee:2	khairaatee:1	khairaati:1
خیرالبشر	khairulbashar:2	khairalbashar:1	khairalbashra:1
خیراللہ	khairallah:2	khairullah:2
خیرباد	khairbad:3	khairbaad:1	kherbaad:1	khirbad:1
خیرخواہی	khairkhawahi:1	khairkhuahi:1	khairkhwaahi:1	khairkhwahi:1
خیروبرکت	khairobarkat:2	khairwabarkat:1	kherobarkat:1
خیروشر	khairoshar:3	khairosar:1	kheeroshar:1	kheroshar:1
خیرپور	khairpur:3	kheerpur:1	kherpur:1
خیریت	khairiat:2	khairet:1	khairiyat:1	khairyat:1
خیریہ	khairiah:2	khairiyah:2	khairya:1	qereah:1
خیز	khaiz:2	khez:2	khej:1	khiz:1
خیزران	khezran:2	khizran:2	khejraan:1	khezraan:1
خیزی	khaizi:2	khezi:2	khaizy:1	kheji:1
خیل	khil:3	khail:1	kheel:1	khel:1
خیلہ	khila:2	khilah:2	khelah:1	qila:1
خیموں	khemon:1	khimo:1	khimon:1	khimoon:1
خیمہ	khimah:2	khemah:1	khima:1	khymah:1
خیمے	kheeme:1	kheemy:1	kheme:1	khieeme:1
خیوا	khiwa:2	khewa:1	khewaa:1	khiua:1
خے	khe:2	khy:1	qhy:1
د	da:3	dal:2	d:1	daal:1
دؤم	dom:2	doam:1	duvam:1	duwam:1
دئیے	diye:5	deeye:1	deye:1	die:1
دئے	diye:5	dae:1	de:1	deye:1
دا	da:6	daa:5	daah:1	dah:1
داؤ	daao:1	daaoo:1	dao:1	daoo:1
داؤد	daaood:1	daood:1	daud:1	dawod:1
داؤدی	dawoodi:2	daaoodee:1	daaoodi:1	daudi:1
دائر	dayer:2	daair:1	dair:1	dayar:1
دائروں	daairon:1	daayron:1	daeron:1	dayeron:1
دائروی	daairon:1	dairawi:1	dayaron:1	dayerawi:1
دائرہ	daairah:1	daira:1	dairah:1	dayara:1
دائرۃ	daairat:1	daira:1	dairah:1	dayerat:1
دائرے	daaire:1	daayre:1	daire:1	dayere:1
دائم	daaim:2	daem:1	daemm:1	dayem:1
دائما	daaima:1	daema:1	daima:1	daimaa:1
دائمی	daamee:1	daimi:1	dayamee:1	dayami:1
دائی	daai:2	daee:2	daaee:1	dayee:1
دائیاں	daaiyaan:1	daaiyan:1	daayaan:1	daeyan:1
دائیں	daaen:1	daayein:1	daien:1	dayein:1
دائے	daaye:2	daae:1	dai:1	daye:1
داب	daab:3	dab:2
دابق	dabiq:3	daabaq:1	dabaq:1	dabik:1
داتا	data:6	dataa:3	daata:2	daataa:1
داخل	dakhil:2	daakhal:1	daakhil:1	dakhal:1
داخلِ	daakhle:1	dakhile:1	dakhle:1	dakhli:1
داخلہ	dakhalah:2	dakhlah:2	daakhlah:1	dakhala:1
داخلیت	daakhleet:1	daakhlet:1	dakhiliat:1	dakhiliyat:1
داخلے	dakhle:2	daakhle:1	dakhilai:1	dakhile:1
داد	dad:6	daad:4
دادا	dada:4	daada:1	dadaa:1	dhada:1
دادر	daadar:2	dadar:2	dadr:1
دادن	dadan:2	daadan:1	dadun:1
دادو	dadu:3	daadu:1	dado:1	dadoo:1
دادوں	dadon:2	daadon:1	dadoh:1	dadoon:1
دادہ	dadah:2	daadah:1	dada:1	dadh:1
دادی	dadi:3	daadi:1	dadee:1
دادے	dade:3	daade:1
دار	dar:6	daar:4
دارا	dara:4	daara:2	daaraa:1	daraa:1
داراب	darab:3	daaraab:1
داراشکوہ	darashikoh:1	darashikwa:1	darashikwah:1	darashkwa:1
دارالاشاعت	darulishaat:2	daralishaat:1	darulashaat:1	darulashayat:1
دارالترجمہ	darultarjumah:2	daarultarjumah:1	daraltarjumah:1	darultajumma:1
دارالحکومت	darulhukumat:3	daralhakumat:1	daroolhukumat:1	darulhukoomat:1
دارالحکومتوں	daralhakumaton:1	daroolhukumaton:1	darulhukoomaton:1	darulhukumaton:1
دارالخلافہ	darulkhilafah:3	daarulkhilaafah:1	daralkhilafah:1	darulkhilafa:1
دارالسلطنت	darulsaltanat:2	daralsaltanat:1	darulsaltanut:1	darulsultanat:1
دارالعلوم	darululoom:3	darululom:1	darululum:1
دارالعوام	daralawam:1	darulavaam:1	darulawaam:1	darulawam:1
دارالمصنفین	darulmasnafeen:1	darulmasnafin:1	darulmusannifeen:1	darulmusannifin:1
دارالکتاب	darulkitaab:2	daralkitaab:1	darulithab:1	darulkitab:1
دارالکتب	darulkutub:2	daralkutab:1	darulkhutub:1	darulkutab:1
دارالکفر	daarulkufr:1	daralkufr:1	darulkufer:1	darulkufr:1
داران	daran:5	daaraan:2	daraan:2	daaran:1
دارانہ	daranah:4	daraanah:2	daaraana:1	daaraanaa:1
دارفور	darfor:2	daarfaur:1	daarfoor:1	daarfor:1
دارلحکومت	daarulhukumat:2	darulhukumat:2	daaralhukoomat:1	daaralhukumat:1
دارلعلوم	darululoom:2	darululum:2	daaralaloom:1	daaralalum:1
داروغہ	daroga:2	daaroga:1	daarogaa:1	darogah:1
دارومدار	daaromadaar:1	daarumadar:1	daromadaar:1	daromadar:1
داروں	daron:4	daroon:2	daaron:1	daaroo:1
دارِ	daari:2	dar:2	dari:1
دارکے	darke:3	daarke:2	darky:1
داری	dari:5	daari:4	daaree:1	daree:1
داریال	daryal:2	darial:1	dariyaal:1
داریاں	daareyan:1	darian:1	dariyan:1	daryah:1
دارین	daren:2	daareen:1	daaren:1	daarin:1
داریوں	adriyon:1	daariyon:1	darion:1	dariun:1
داس	das:4	daas:3	dass:1
داستان	dastan:7	dastaan:4	daastaan:2
داستانوں	dastano:2	dastanon:2	daastaanon:1
داستانوی	daastanon:1	dastanawi:1	dastanoi:1	dastanon:1
داستانیں	daastaane:1	dastanay:1	dastane:1	dastanen:1
داسو	daso:2	dasu:2	daaso:1	dasoo:1
داسی	daasi:3	dasee:2	dasi:2
داشت	dashat:3	dasht:3	daasht:2	daashta:1
داشتیں	dashten:2	daashtain:1	daashten:1	dashtein:1
داع	daa:2	dae:2	da:1	daay:1
داعش	daesh:3	daish:3	daash:2	daaesh:1
داعی	dai:2	daai:1	daee:1	daei:1
داعیوں	daaeon:1	daayeon:1	daenvi:1	daiun:1
داعیہ	daeah:1	daen:1	daeyah:1	daiya:1
داغ	dag:6	dagh:4	daagh:2	daag:1
داغدار	dagdar:3	daghdar:3
داغستان	daghastan:2	daaghastaan:1	daghistan:1
داغستانی	daghastani:2	daaghastaani:1	dagastani:1	daghastane:1
داغِ	daghi:3	daaghi:2	dagi:2	daghe:1
داغے	daghay:2	daghe:2	daaghe:1	daghae:1
دافع	dafa:2	daafa:1	daafe:1	dafaa:1
دال	daal:3	dal:3
دالان	dalaan:2	dalan:2	daalaan:1
دالنے	daalne:3	dalne:3
دام	daam:3	dam:3
داما	dama:3	daamaa:2	daama:1	damaa:1
داماد	damad:6	daamaad:2	damaad:2	daamad:1
دامادی	damaadi:2	damadi:2	daamaadee:1	daamaadi:1
دامان	daamaan:2	daman:2	damaan:1
دامانی	damaani:2	damani:2	daamani:1	damini:1
داماں	daamaan:2	dama:2	daman:2	damaan:1
دامن	daman:7	daaman:3	daamn:1	damn:1
دامو	daamo:2	damo:2	damu:2	damoo:1
داموں	damon:3	daamon:1	daamoon:1	daamun:1
دان	daan:5	dan:5
دانا	dana:5	daana:3	danaa:1
دانائی	danaee:2	danae:1	danai:1	danaie:1
دانت	dant:3	daant:2	danat:1
دانتوں	danton:3	daanton:1	danaton:1	dantoon:1
دانتے	dante:3	daante:1	dantae:1	dantay:1
دانست	danist:2	daanasat:1	daanist:1	danasat:1
دانستہ	daanastah:1	danastah:1	daneeshtah:1	danishtah:1
دانش	danish:5	danash:2	daanash:1	daanis:1
دانشجویان	daanishajoyaan:1	daneeshjoyan:1	danishjooyan:1	danishjoyaan:1
دانشمند	daanishmand:2	danishmand:2	daneeshmand:1	danyshmand:1
دانشمندوں	danishmandon:2	daanishmandon:1	daneeshmando:1	danishmandun:1
دانشمندی	danishmandi:2	daanishmand:1	daanishmandi:1	daneeshmandee:1
دانشنامہ	danishnamah:2	daneeshnamah:1	danishnaamaah:1	danishnama:1
دانشور	daanshor:1	daneshwar:1	danishwar:1	daniswar:1
دانشوران	daanishwaraan:1	daneeshwaran:1	danishwaraan:1	danishwaran:1
دانشورانہ	danishwaranah:2	daanishoranah:1	daneeshwaranah:1	danishwarana:1
دانشوروں	danishwaron:2	daanishoron:1	daanishwaron:1	daneeshwaron:1
دانشگاہ	danishgaah:2	danishgah:2	daanishgaah:1	daneeshgah:1
دانوں	danon:3	danun:2	daanon:1	dano:1
دانگ	dang:2	dong:1
دانہ	danah:4	daanah:3	dana:2	danh:1
دانی	dani:3	daini:1	dane:1	danee:1
دانیال	daneil:1	daneyal:1	danial:1	daniel:1
دانیوال	danewal:2	danival:1	danuel:1
دانے	dane:3	daanay:1	daane:1	danae:1
داو	dao:2	dau:2	daav:1	daaw:1
داود	dawad:3	daawad:2	daud:2	daavad:1
داور	dawar:3	daawar:1
داوڑ	daud:2	dawad:2	daawad:1	daod:1
داڑھ	daadah:1	daarh:1	dadah:1	dadh:1
داڑھی	daadhi:1	daarhi:1	dadhe:1	dadhee:1
داں	dan:5	daan:3	don:1
داہر	dahar:3	daahar:1	daahir:1	daher:1
داہنی	dahane:1	dahani:1	daheni:1	dahinee:1
دایاں	dayan:3	daean:1	dayaan:1
دایں	daein:1	daen:1	dayein:1	dayen:1
دایہ	dayah:2	daayah:1	daiyah:1	dayaah:1
دب	dab:3	db:1	dib:1
دبئ	dabai:1	dabaye:1	dabee:1	dabi:1
دبئی	dubai:4	dubae:1	dubayee:1	dubbai:1
دبا	daba:3	dabaa:2
دباؤ	dabao:2	dabau:2	dabaoo:1
دبائو	dabao:2	dabaao:1	dabayo:1	dabayu:1
دبائی	dabaeyee:1	dabai:1	dabaye:1	dabayee:1
دبائیں	dabayen:2	dabaayen:1	dabaein:1	dabayein:1
دبائے	dabae:2	dabaye:2	dabaaye:1	dabaeye:1
دباغت	dabagat:2	dabaghat:2	dabaagat:1
دبانا	dabana:3	dabaana:1	dabanaa:1
دبانے	dabane:2	dabanae:1	dabanay:1	dabaney:1
دباو	dabao:3	dabau:1	dabaw:1
دبستان	dabastaan:2	dabastan:2	debistan:1
دبستانوں	dabastaano:1	dabastaanon:1	dabastano:1	dabastanon:1
دبنگ	dabang:2	dabangg:1
دبوچ	daboch:2	daboach:1	dabooch:1	dabuch:1
دبی	dabi:4	dabee:2	dabe:1	daby:1
دبیر	dabir:5	dabeer:3	daber:1
دبیز	dabiz:3	dabeez:1	dabez:1	debeez:1
دبے	dabe:2	dabae:1	dabay:1	dabey:1
دت	dut:2	dat:1
دتا	data:5	dataa:2	deta:1	detta:1
دترمینان	datarminan:2	datarmenan:1	datarmeyaan:1	datarmiyaan:1
دتہ	datah:2	ditah:1	dth:1	dttha:1
دتی	dati:2	date:1	datee:1	detee:1
دتے	datae:1	datay:1	datey:1	detey:1
دجال	dajaal:2	dajal:2	dajjal:1	dejaal:1
دجالی	dajali:2	dajale:1	dajalee:1	dajjali:1
دجانہ	dajaanah:1	dajanah:1	dojanah:1	dujana:1
دجل	dajal:3	dejal:1
دجلہ	dajlah:3	dajalah:1	dajla:1	dejlah:1
دجیل	dajil:2	dajeel:1	dajel:1	dujail:1
دختر	dukhtar:3
دختران	dukhataran:1	dukhtaraan:1	dukhtran:1
دخل	dakhal:3
دخول	dakhool:3	dakhul:2
ددھیال	dadhiyal:2	dadheal:1	dadheyal:1	dadhiyaal:1
در	dar:6	darr:2	dir:1
درآمد	daraamad:5	daramad:3	daraamd:1
درآمدی	daraamadi:3	daraamade:1	daraamdee:1
دراز	daraaz:4	daraz:4	daraj:2	daraaj:1
درازسے	daraazse:2	daraazsay:1	daraazsey:1	darazsae:1
دراصل	darasal:3	daraasal:1	darasl:1	darsal:1
درال	daraal:2	daral:2	deraal:1
درالحکومت	daralhakoomat:1	daralhakumat:1	darulhukumat:1	darulhuqoomat:1
دران	daraan:4	daran:4	draan:1	dran:1
درانتی	daranti:3	darante:1	daranty:1	dranti:1
درانی	darani:2	darane:1	dranee:1	drani:1
دراوڑ	daraud:2	dravad:1	draved:1	dravid:1
دراوڑی	darawade:1	dravadi:1	dravady:1	drawade:1
دراڑ	darad:2	daraad:1	draad:1	draud:1
درایت	daraayat:1	daraet:1	darayet:1	draeyat:1
دربار	darbaar:5	darbar:5	drbar:1
درباروں	darbaaron:3	darbaron:3	darbaroon:1
دربارِ	darbaar:2	darbar:2	darbare:2	darbaare:1
درباری	darbari:3	darbaari:2	darbare:1	darbaree:1
درباریوں	darbaareyon:1	darbaaryon:1	darbareon:1	darbarion:1
دربان	darbaan:3	darban:2
درج	darj:3	daraj:2	draj:1
درجات	darjaat:3	darjat:2	darajaat:1
درجاتِ	darjaat:2	darjate:2	darajaat:1	darajaate:1
درجن	darjan:3
درجنوں	darjanon:3	darjnon:1
درجوں	darjon:2	darjun:2	darzon:1
درجِ	darje:2	darji:2	darjey:1
درجہ	darjah:5	darja:3	darjaa:2	darzah:1
درجہء	darja:1	darjaa:1	darjaay:1	darjah:1
درجی	darji:3	darje:1	darjee:1
درجے	darje:2	darjae:1	darjay:1	darjey:1
درحقیقت	darhaqiqat:3	darhaqeeqat:1	darhaqeqat:1
درخت	darakht:3	daraqht:1
درختوں	darakhton:3	daraqhton:1
درخشانی	darakhshani:2	darakhshaanee:1	darkhashane:1	darqashani:1
درخشاں	darakhshan:2	darakhshaan:1	darakshaan:1	darqhashan:1
درخشندگی	daklhushnudagee:1	daradkhashandagi:1	daradqashandage:1	darakhshindagi:1
درخشندہ	daradkhashandah:1	daradqashandah:1	darakhshinda:1	darakhshindah:1
درخواست	darkhwast:2	darkhausth:1	darkhawsth:1	darkhuaast:1
درخواستوں	darkhwaston:2	darkhuaaston:1	darkhuwaston:1	darqhwaston:1
درخواستیں	darkhaustein:1	darkhawstein:1	darkhuaastain:1	darkhwasten:1
درخور	darkhor:3	darqhor:1
درد	dard:5	darad:2	dardd:1
درداء	dardaa:4	darda:3	dardaaa:1	dardah:1
درداں	dardan:3	dardaan:2
دردزہ	dardajah:1	dardazah:1	dardezeh:1	dardjah:1
دردمند	dardmand:2	daradmand:1	dardemand:1
دردمندی	dardmandi:2	daradmande:1	daradmandi:1	dardmandee:1
دردناک	dardnaak:2	daradnak:1	dardnak:1
دردی	dardi:5	dardee:4	darde:1	dardy:1
درز	darz:3	deraz:1
درزی	darzi:3	darzee:2	darjee:1
درزیوں	darziyon:2	darjiyun:1	darzeeyon:1	darziiyon:1
درس	dars:5	daras:2	deras:1
درست	durust:2	darast:1	darsat:1	darust:1
درستی	darsatee:1	darsati:1	darusti:1	drusti:1
درسِ	darse:2	daras:1	darsee:1	darsi:1
درسگاہ	darsgaah:2	darsgah:2	darsagaa:1	darsagah:1
درسگاہوں	darsgahon:3	darsgaahon:1	darsgaho:1	darsgahun:1
درسی	darsi:3	darsee:2
درش	darsh:2	darush:1	therush:1
درشن	darshan:4	darshen:2	dershan:1
درشہوار	darshahwaar:2	darshahwar:2	darshahvaar:1	darshavar:1
درميان	darmiyaan:3	darmeeyaan:2	darmeaan:1	darmiyan:1
درمیان	darmiyaan:4	darmiyan:4	darmeeyan:2	darmeeyaan:1
درمیانہ	darmiyana:2	darmeeana:1	darmeeyanah:1	darmiiyanah:1
درمیانی	darmiyani:2	darmeaani:1	darmiyaanee:1	darmiyaani:1
درمیانے	darmeeyaaney:1	darmianay:1	darmiyaane:1	darmiyaaney:1
درمیاں	darmiyaan:3	darmea:1	darmeeyan:1	darmeyan:1
درندوں	darindon:3	dareedon:1	daryndon:1
درندگی	darindagi:2	darendagi:1	darendgi:1	darindagee:1
درندے	darindey:2	dareenday:1	darenday:1	darende:1
دروازه	darwaazah:2	darwazah:2	darvazah:1	darwaaza:1
دروازوں	darwazon:3	darwaazon:2	darvazon:1	dawajon:1
دروازہ	darwazah:3	darvazah:1	darwaazah:1	dawajah:1
دروازے	darwaazay:2	darwaze:2	darewaze:1	darewazey:1
دروان	darwaan:2	darwan:2	darvan:1
درود	darud:3	darood:2
درودِ	daroodi:2	darudi:2	daroody:1	darud:1
دروزی	darozi:3	darozee:1	darozy:1	daruzi:1
دروش	darosh:2	darwash:1	darwish:1
دروغ	darogh:2	daroog:1	darug:1
درون	darun:1	dravan:1	dravn:1	drawn:1
دروپدی	dropadi:2	daropadi:1	daropedi:1	draupadei:1
دروں	daron:2	dravon:1	drawon:1	drvon:1
درویزہ	darviza:1	darweza:1	darwezah:1	druvejah:1
درویش	darwesh:3	darvesh:2	darwaish:1	dervish:1
درویشانہ	darveshana:1	darweshana:1	darweshanah:1	drveshiyanah:1
درویشوں	darweshon:2	darwaishon:1	drveshon:1	drweshon:1
درویشی	darweshi:2	darwaishi:1	drveshi:1	drweshy:1
دريافت	daryaft:2	daryaaft:1	dryafut:1	duryaft:1
درّہ	darra:2	dara:1	darrah:1	dhara:1
درپردہ	darparda:3	dardpardah:1	darpardah:1
درپہ	darpa:1	darpay:1	darpe:1	darpeh:1
درپیش	darpesh:6	darpaish:2	darpeshh:1	dharpesh:1
درپے	darpay:2	darpe:2	darpey:1	dharpe:1
درک	darak:2	darakh:1	dark:1	darq:1
درکار	darkar:3	darkaar:2	darkhaar:1	darkhar:1
درگا	darga:3	daargaa:1	dargah:1	dargha:1
درگاه	dargah:3	dargaah:2	darga:1	dargaa:1
درگاہ	dargah:3	dargaah:2	darga:1	dargaa:1
درگت	durgat:2	dargat:1	dergat:1	durghat:1
درگزر	darguzar:5	dargujar:2	dargoozar:1	darguzer:1
درگور	dargor:2	darghoor:1	darghur:1	dargoor:1
درہ	darah:2	darra:1	dra:1	drah:1
درہم	darham:2	dirham:2	darhm:1	darhum:1
دری	dari:5	daree:2	dary:2
دریا	darya:4	daryaa:3	daria:2	dariya:1
دریاؤں	daryaon:2	daryaaon:1	driyavon:1	driyavoon:1
دریائوں	daryaon:1	daryayon:1	driyavon:1	driyavoon:1
دریائی	daryai:2	daryaee:1	daryayi:1	duriyaee:1
دریائے	daryae:1	daryaye:1	darye:1	driaye:1
دریابادی	daryabaadi:1	daryabadi:1	driyabadi:1	driyabady:1
دریافت	daryaft:2	daryaaft:1	driaft:1	driyaft:1
دریافتوں	daryaafton:1	daryafton:1	driyafton:1	driyaftoon:1
دریافتیں	daryaften:2	daryaaftain:1	daryaaften:1	driyafteen:1
دریاوں	daryaon:2	driyavon:1	driyavoon:1	driyawon:1
دریاں	daryan:2	dariyaan:1	dariyan:1	darya:1
دریای	dariaye:1	dariyaye:1	darya:1	daryaa:1
دریاۓ	daryae:2	driaye:1	driyaye:1
دریدا	darida:3	dareeda:1	daryda:1
دریشک	darishak:1	dreshak:1	dreshek:1	drishak:1
دریغ	dareegh:2	dareg:2	daregh:2	darigh:2
دریچوں	darichon:2	darecho:1	dareechon:1	daricho:1
دریچہ	daricha:3	darecha:1	dareecha:1	darichah:1
دریچے	dareechay:1	darichay:1	dariche:1	drije:1
دریں	daren:2	dare:1	darein:1	dreen:1
دریہ	daria:2	darea:1	darya:1	dreeyah:1
درے	dare:3	dary:2	daray:1	darey:1
دس	das:7	dus:3	dass:1	dees:1
دساتیر	dasatir:3	dasateer:2	dasatyr:1
دست	dast:6	daast:1	dust:1
دستار	dastar:3	dastaar:2	dustar:1
دستاربندی	dastarbandi:3	dastarbandee:2	dastaarbandee:1	dastaarbandi:1
دستارِ	dastari:2	dastaar:1	dastaare:1	dastar:1
دستانہ	dastaana:2	dastana:2	dastanah:2	dastaanah:1
دستاويزات	dastaavezaat:1	dastaezat:1	dastavejaat:1	dastavezat:1
دستاویز	dastawez:3	dastaavez:1	dastaawez:1	dastavez:1
دستاویزات	dastawezat:3	dastaawezaat:1	dastavezaat:1	dastavezat:1
دستاویزی	dastawezi:3	dastawezee:2	dastavezi:1	dataavezi:1
دستبردار	dastbardaar:2	dastbardar:2	dastbardaad:1	dastbardat:1
دستبرداری	dastbardari:3	dastbardaaree:1	dastbardaari:1	dastbardaree:1
دستخط	dastakhat:5	dastkhat:2	dastaqat:1
دستخطوں	daskhaton:1	daskhatun:1	dastakhaton:1	dastakhton:1
دستخطی	dastakhtee:2	dastkhati:2	dastakhatee:1	dastakhati:1
دسترس	dastaras:2	dastares:1	destars:1
دستش	dastash:3	dastesh:1	dastish:1
دستم	dastam:3	destam:1
دستور	dastur:3	dastoor:2
دستورات	dasturat:3	dastooraat:2	dastoorat:1	dasturaat:1
دستوری	dasturi:3	dastooree:1	dastoori:1
دستوں	daston:3	dastoon:1	dastun:1
دستِ	dasti:2	dast:1	daste:1	dastey:1
دستک	dastak:6	dastk:1	dastuk:1
دستکار	dastkar:3	dastkaar:2
دستکاری	dastkari:2	dastkaari:1	destkaree:1	destkari:1
دستکاریوں	dastkaariyon:1	dastkariun:1	dastkariyon:1	dastkaryon:1
دستگاه	dastgah:3	dastga:1	dastgaah:1	dustga:1
دستگاہ	dastgah:3	dastga:1	dastgaah:1	dustga:1
دستگیر	dastagir:2	dastageer:1	dastgeer:1	dastgir:1
دستگیری	dastagiri:2	dastageery:1	dastageri:1	dastagiry:1
دستہ	dasta:2	dastah:2	dasteh:1	dusta:1
دستی	dasti:6	dasty:2	daste:1	dastee:1
دستیاب	dastyab:2	dasteab:1	dastiab:1	dustyab:1
دستیابی	dastyabi:2	dasteabe:1	dastiabi:1	dustyabi:1
دستیوں	dastiyon:2	dasteon:1	dasteyon:1	dastiun:1
دستے	daste:2	dastae:1	dastay:1	dasty:1
دسم	dasam:3	dasm:1
دسمبر	december:7	desember:1	dicember:1
دسواں	daswan:3	dasvan:2	dusvan:1	duswan:1
دسوق	dasooq:2	dasuq:2	daswaq:1	duswaq:1
دسویں	dasveen:1	dasven:1	dasvin:1	dasween:1
دسہرہ	dasahra:1	dasahrah:1	dasharah:1	dasherah:1
دسیوں	dasion:2	daseon:1	dasiun:1	dasiyon:1
دش	dash:3	dish:1
دشت	dasht:6	dashat:1	dashte:1	dast:1
دشتی	dashti:3	dashte:1	dashtee:1
دشمن	dushman:6	dashman:3	dooshman:1
دشمنان	dushmanan:3	dashmanan:1
دشمنانِ	dushmanane:2	dashmanani:1	dushmananey:1	dushmanani:1
دشمنو	dushmano:3	dashmano:1	dushmno:1
دشمنوں	dushmanon:2	dashmanon:1	dushmano:1	dushmanun:1
دشمنی	dushmani:5	dashmani:3	adashmane:1	dushmane:1
دشمی	dashamee:1	dashami:1	dashme:1	dashmi:1
دشنام	dashnam:3	dashnaam:1	dishnaam:1	dishnam:1
دشوار	dushwar:4	dashwar:1	dushvaar:1	dushvar:1
دشواری	dushwaree:2	dashvaree:1	dushwari:1	dushwary:1
دشواریاں	dashvarean:1	dushriyan:1	dushvariyan:1	dushwarean:1
دشواریوں	dashvareon:1	dushvarion:1	dushwareon:1	dushwarion:1
دعا	dua:7	duaa:2	daa:1	duwa:1
دعاء	dua:3	dooa:1
دعاؤں	duaon:2	duaoan:1	duavon:1	duavoon:1
دعائیں	duayen:2	duaen:1	duain:1	duayain:1
دعائے	duaae:1	duae:1	duaen:1	duaian:1
دعاوں	duaon:2	duaun:1	duavon:1	duavoon:1
دعاوی	daaawe:1	daavi:1	daavy:1	daawi:1
دعوؤں	dauoan:1	dauon:1	dawon:1	duavoon:1
دعوا	dawa:2	daava:1	dava:1	dawaa:1
دعوائے	dawaae:2	dawaye:2	davaye:1	dawaee:1
دعواے	dawaay:1	dawae:1	dawaie:1	daway:1
دعوت	dawat:5	daawat:2	dauvat:1	dauwat:1
دعوتوں	dawaton:3	daawaton:2	davaton:1
دعوتِ	dawate:2	daavte:1	daawate:1	daawati:1
دعوتی	dawati:2	daawati:1	davatee:1	davati:1
دعوتیں	dawaten:2	daawaten:1	davootein:1	dawatain:1
دعووں	daoowon:1	dauoan:1	dawoowon:1	dawuvon:1
دعوٰی	daavaa:1	daawaa:1	dawaa:1	dawaai:1
دعوں	daon:1	daun:1	dawon:1	dawoon:1
دعوہ	daawah:2	daavah:1	dawa:1	dawah:1
دعوی	daavaa:1	daawaa:1	dawa:1	dawe:1
دعویدار	dawedaar:2	dawedar:2	davedaar:1	davedar:1
دعویداروں	dawedaaron:2	dawedaron:2	davedaaron:1	davedaron:1
دعویٰ	davaa:2	dawa:2	dawaa:2	daavaa:1
دعوے	daway:2	daavey:1	daawey:1	dawae:1
دغا	daga:2	dagha:2	dagaa:1
دفاتر	dafatar:2	dafaatar:1	dafaater:1	dafaatir:1
دفاع	dafa:2	dafaa:2	dafaay:1	dafau:1
دفاعي	dafaee:2	dafaye:1	dafayee:1	defaee:1
دفاعی	dafai:2	dafayi:2	dafaaee:1	dafaayee:1
دفتر	daftar:3	daftr:1	daphtar:1
دفتروں	daftaron:3	daftarun:1
دفترِ	daftare:2	daftar:1	daftari:1
دفتری	daftari:6	daftaree:2	daftare:1	daftary:1
دفع	dafa:5	dafaa:3	dafah:1	dafau:1
دفعات	dafaat:2	dafat:2	dafath:1
دفعہ	dafa:2	dafaa:2	dafah:1
دفن	dafan:2	daafun:1	dafn:1
دفنا	dafna:3	dafnaa:1	dafnah:1
دفنائے	dafnaae:1	dafnaay:1	dafnae:1	dfanae:1
دفناتے	dafnaatay:1	dafnatae:1	dafnatay:1	dufnate:1
دفنانا	dafnana:2	dafanana:1	dfnana:1	dufana:1
دفنانے	dafananae:1	dafananay:1	dafnanay:1	dfnane:1
دفنایا	dafnaya:2	dafanaya:1	dfnaya:1	dufnaya:1
دفینوں	dafinon:2	dafeenoon:1	dafenon:1	dafinoon:1
